,2014-11-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,,,,,,,,
Inventory Days,,,,,,,,,,
Days Payable,,,,,,,,,,
Cash Conversion Cycle,,,,,,,,,,
Working Capital Days,,,,,,,,,,
ROCE %,,,6.26,7.63,6.32,6.04,2.35,1.46,2.60,0.29
