,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,-32,207,-20
Cash from Investing Activity,,,,-69,-64,-97
Cash from Financing Activity,,,,70,352,184
Net Cash Flow,,,,-31,495,68
