,2022-03-01,2023-03-01,2023-09-01
Promoters,75.0,75.0,75.0
FIIs,10.0,7.2,5.57
DIIs,9.06,4.74,6.83
Public,5.94,13.07,12.6
No. of Shareholders,88284.0,77987.0,67992.0
