,2022-03-01,2023-03-01
Debtor Days,57.04,87.07
Inventory Days,21.01,53.94
Days Payable,37.13,53.56
Cash Conversion Cycle,40.92,87.45
Working Capital Days,54.0,90.35
ROCE %,,59.76
