,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.5,0.5,7.98
Reserves,8.89,15.2,10.82
Borrowings,2.0,1.37,1.21
Other Liabilities,5.76,6.76,8.2
Total Liabilities,17.15,23.83,28.21
Fixed Assets,2.97,4.37,5.05
CWIP,0.0,0.09,0.58
Investments,0.0,0.0,0.0
Other Assets,14.18,19.37,22.58
Total Assets,17.15,23.83,28.21
