,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.24,3.41,3.19,1.92,3.13,2.37,3.2,3.19,2.7,2.7,2.93,2.46,2.37
Expenses,3.71,3.65,5.63,3.33,5.58,3.93,4.78,6.15,4.82,5.74,4.93,4.61,4.22
Operating Profit,-0.47,-0.24,-2.44,-1.41,-2.45,-1.56,-1.58,-2.96,-2.12,-3.04,-2.0,-2.15,-1.85
OPM %,-14.51,-7.04,-76.49,-73.44,-78.27,-65.82,-49.38,-92.79,-78.52,-112.59,-68.26,-87.4,-78.06
Other Income,0.0,0.0,0.46,0.0,0.36,0.31,-0.23,0.25,0.34,-0.59,21.53,0.14,0.02
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Profit before tax,-0.49,-0.26,-2.0,-1.43,-2.11,-1.27,-1.83,-2.73,-1.8,-3.65,19.51,-2.03,-1.85
Tax %,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-0.5,-0.27,-2.01,-1.43,-2.07,-1.27,-1.84,-2.72,-1.8,-3.65,19.51,-2.03,-1.85
EPS in Rs,-2.04,-1.1,-8.2,-5.84,-8.45,-5.18,-7.51,-11.1,-7.35,-14.9,79.63,-8.29,-7.55
