,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.45,15.64,20.49,5.29,19.42,15.11,17.41,13.39,19.63,21.92,38.79,16.76,28.15
Expenses,4.98,13.38,18.93,4.05,17.69,13.78,15.38,12.08,17.81,20.39,35.65,15.32,25.79
Operating Profit,1.47,2.26,1.56,1.24,1.73,1.33,2.03,1.31,1.82,1.53,3.14,1.44,2.36
OPM %,22.79,14.45,7.61,23.44,8.91,8.8,11.66,9.78,9.27,6.98,8.09,8.59,8.38
Other Income,0.02,0.03,0.05,0.05,0.06,0.18,0.04,0.07,0.04,0.04,0.05,0.06,0.14
Interest,1.04,0.67,0.76,0.81,0.84,0.72,0.73,0.65,0.74,0.71,0.62,0.42,0.47
Depreciation,0.23,0.23,0.34,0.24,0.24,0.25,0.25,0.24,0.24,0.25,0.28,0.27,0.28
Profit before tax,0.22,1.39,0.51,0.24,0.71,0.54,1.09,0.49,0.88,0.61,2.29,0.81,1.75
Tax %,40.91,22.3,23.53,33.33,22.54,25.93,44.04,24.49,25.0,24.59,13.1,24.69,25.71
Net Profit,0.13,1.08,0.38,0.16,0.54,0.41,0.6,0.37,0.66,0.46,1.98,0.61,1.29
EPS in Rs,0.11,0.92,0.32,0.14,0.46,0.35,0.51,0.31,0.56,0.39,1.68,0.52,1.1
