,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,126.77,128.3,113.35,95.35,104.18
Inventory Days,278.7,324.27,292.07,460.58,505.42
Days Payable,83.02,77.85,65.78,68.34,83.81
Cash Conversion Cycle,322.44,374.73,339.64,487.6,525.78
Working Capital Days,282.14,386.42,298.73,340.72,392.13
ROCE %,,2.8,1.19,0.78,-0.02
