,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,189.0,334.0,281.0,364.0,400.0
Expenses,186.0,326.0,276.0,351.0,385.0
Operating Profit,4.0,8.0,5.0,13.0,16.0
OPM %,2.0,2.0,2.0,4.0,4.0
Other Income,0.0,10.0,5.0,0.0,1.0
Interest,1.0,1.0,1.0,2.0,6.0
Depreciation,0.0,1.0,2.0,3.0,3.0
Profit before tax,3.0,16.0,7.0,9.0,8.0
Tax %,1.0,39.0,7.0,-10.0,1.0
Net Profit,3.0,10.0,6.0,10.0,8.0
EPS in Rs,2.22,5.35,2.53,3.9,3.08
