,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,50.0,64.0,61.0,45.0,57.0,71.0,44.0,68.0,67.0,97.0,94.0,99.0,91.0
Expenses,26.0,11.0,111.0,44.0,44.0,23.0,17.0,14.0,23.0,167.0,109.0,47.0,98.0
Operating Profit,25.0,53.0,-49.0,0.0,13.0,48.0,27.0,54.0,44.0,-70.0,-15.0,52.0,-7.0
OPM %,49.0,83.0,-81.0,1.0,22.0,67.0,61.0,79.0,66.0,-72.0,-16.0,53.0,-7.0
Other Income,0.0,10.0,7.0,6.0,2.0,1.0,-142.0,11.0,6.0,-5.0,2.0,2.0,2.0
Interest,54.0,54.0,-9.0,45.0,45.0,47.0,45.0,46.0,45.0,46.0,46.0,47.0,48.0
Depreciation,10.0,11.0,12.0,8.0,11.0,11.0,13.0,13.0,13.0,15.0,15.0,16.0,16.0
Profit before tax,-39.0,-2.0,-45.0,-47.0,-42.0,-9.0,-173.0,6.0,-9.0,-136.0,-74.0,-9.0,-68.0
Tax %,17.0,-253.0,16.0,2.0,17.0,-13.0,7.0,-60.0,0.0,6.0,7.0,22.0,3.0
Net Profit,-30.0,3.0,-41.0,-39.0,-34.0,-13.0,-303.0,0.0,-9.0,-128.0,-69.0,-7.0,-66.0
EPS in Rs,-3.6,0.2,-4.25,-3.98,-3.73,-1.32,-35.79,-0.41,-1.53,-15.83,-7.2,-1.4,-6.64
