,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.73,72.73,72.73,72.73,72.73,72.73,72.73
Public,27.27,27.27,27.27,27.27,27.26,27.27,27.26
No. of Shareholders,645.0,204.0,94.0,87.0,86.0,258.0,535.0
