,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5,-9,-28,16,-20,-273,-192,44,239,8,16,74
Cash from Investing Activity,0,0,0,0,-1,-50,-31,0,-37,2,23,42
Cash from Financing Activity,-7,10,29,9,73,260,221,-51,-202,-3,-49,-113
Net Cash Flow,-2,0,0,25,52,-64,-1,-7,1,7,-10,3
