,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,306,306,379.0,394.0,325.0
Expenses,252,262,319.0,313.0,267.0
Operating Profit,53,45,60.0,81.0,58.0
OPM %,17,15,16.0,20.0,18.0
Other Income,2,3,1.0,2.0,2.0
Interest,4,4,5.0,6.0,9.0
Depreciation,11,10,13.0,12.0,15.0
Profit before tax,41,33,42.0,64.0,36.0
Tax %,31,22,17.0,27.0,23.0
Net Profit,28,26,35.0,47.0,28.0
EPS in Rs,,,2.5,3.38,2.01
