,2022-03-01,2023-03-01
Sales,303,1468.0
Expenses,256,1224.0
Operating Profit,47,244.0
OPM %,16,17.0
Other Income,-0,7.0
Interest,4,17.0
Depreciation,2,44.0
Profit before tax,41,189.0
Tax %,29,25.0
Net Profit,29,142.0
EPS in Rs,,10.29
