,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,0,0.75,1.41,1.74,-0.67,-0.81,2.12,-2.8200000000000003,-1.6
Cash from Investing Activity,0,0,-0.12,-0.54,-0.6900000000000001,-0.12,-0.36,-1.11,-2.33,-0.26
Cash from Financing Activity,0,0,-1.11,-0.8,-0.98,0.56,1.17,-0.46,5.07,1.69
Net Cash Flow,0,0,-0.49,0.06,0.07,-0.23,0.01,0.55,-0.09,-0.17
