,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.89,73.32,73.32,71.77,71.77
Public,27.11,26.68,26.68,28.23,28.22
No. of Shareholders,102.0,115.0,156.0,290.0,504.0
