,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4,3,-2,5,-4,0,17
Cash from Investing Activity,-2,-2,-1,-4,-6,-20,-38
Cash from Financing Activity,-2,-1,5,-2,10,27,16
Net Cash Flow,0,0,3,-1,1,7,-5
