,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.87,4.64,1.56,2.81,5.53,3.09,7.65,0.81,6.34,7.61,22.64,10.08,7.09
Expenses,4.27,4.17,1.65,2.84,5.58,3.2,7.77,1.06,6.55,7.87,22.07,10.19,8.59
Operating Profit,0.6,0.47,-0.09,-0.03,-0.05,-0.11,-0.12,-0.25,-0.21,-0.26,0.57,-0.11,-1.50
OPM %,12.32,10.13,-5.77,-1.07,-0.9,-3.56,-1.57,-30.86,-3.31,-3.42,2.52,-1.09,-21.16
Other Income,-0.24,0.01,0.34,0.23,0.06,0.28,0.31,0.38,0.33,0.43,0.24,0.49,0.77
Interest,0.01,0.25,0.05,0.01,0.02,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.01
Depreciation,0.24,0.03,0.03,0.06,0.06,0.07,0.05,0.05,0.06,0.07,0.07,0.07,0.08
Profit before tax,0.11,0.2,0.17,0.13,-0.07,0.1,0.14,0.07,0.05,0.09,0.72,0.29,-0.82
Tax %,36.36,-5.0,41.18,-23.08,14.29,20.0,50.0,28.57,20.0,33.33,29.17,27.59,
Net Profit,0.07,0.2,0.1,0.16,-0.05,0.08,0.08,0.05,0.03,0.07,0.51,0.22,-0.66
EPS in Rs,0.08,0.22,0.11,0.18,-0.06,0.09,0.09,0.06,0.03,0.08,0.56,0.24,-0.72
