,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.59,2.95,1.51,1.21,2.83,3.19,1.12,0.74,1.17,0.22,0.17,0.69,0.24
Expenses,1.32,2.56,1.74,1.12,2.62,2.97,1.28,0.91,1.3,0.6,0.49,1.04,0.56
Operating Profit,0.27,0.39,-0.23,0.09,0.21,0.22,-0.16,-0.17,-0.13,-0.38,-0.32,-0.35,-0.32
OPM %,16.98,13.22,-15.23,7.44,7.42,6.9,-14.29,-22.97,-11.11,-172.73,-188.24,-50.72,-133.33
Other Income,0.01,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02
Depreciation,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04
Profit before tax,0.24,0.36,-0.25,0.07,0.19,0.2,-0.19,-0.21,-0.15,-0.4,-0.37,-0.4,-0.38
Tax %,0.0,19.44,0.0,28.57,26.32,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,0.24,0.29,-0.25,0.06,0.14,0.13,-0.19,-0.2,-0.15,-0.4,-0.37,-0.4,-0.38
EPS in Rs,0.39,0.48,-0.41,0.1,0.23,0.21,-0.31,-0.33,-0.25,-0.66,-0.61,-0.66,-0.62
