,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,81.68,75.0,75.0,75.0,75.0,75.0,75.0,75.0
DIIs,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44
Government,0.0,0.45,0.48,0.5,0.52,0.0,0.0,0.0
Public,13.89,20.11,20.08,20.06,20.04,20.56,20.57,20.56
No. of Shareholders,750.0,856.0,1694.0,1656.0,1501.0,1542.0,1488.0,1685.0
