,2018-03-01,2018-06-01,2018-09-01,2019-03-01,2019-06-01,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01
Promoters,69.99,69.99,69.99,69.99,69.99,69.99,69.99,51.75,52.8,52.8,52.8,52.79
DIIs,0.86,0.86,0.72,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Public,29.16,29.16,29.3,29.93,30.01,30.01,30.01,48.25,47.21,47.21,47.21,47.21
No. of Shareholders,405.0,474.0,509.0,537.0,536.0,533.0,527.0,526.0,469.0,481.0,465.0,521.0
