,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,560.0,572.0,672.0,688.0,759.0,771.0,821.0,843.0,778.0,730.0,715.0,658.0,664.0
Expenses,468.0,474.0,559.0,556.0,615.0,622.0,676.0,700.0,665.0,665.0,654.0,622.0,602.0
Operating Profit,92.0,98.0,113.0,132.0,144.0,148.0,145.0,143.0,113.0,65.0,61.0,35.0,61.0
OPM %,16.0,17.0,17.0,19.0,19.0,19.0,18.0,17.0,15.0,9.0,9.0,5.0,9.0
Other Income,7.0,14.0,13.0,11.0,8.0,13.0,19.0,7.0,11.0,21.0,13.0,20.0,11.0
Interest,12.0,9.0,9.0,12.0,9.0,7.0,11.0,12.0,10.0,17.0,17.0,18.0,22.0
Depreciation,14.0,15.0,16.0,14.0,15.0,15.0,18.0,16.0,17.0,20.0,22.0,21.0,22.0
Profit before tax,73.0,88.0,101.0,116.0,128.0,138.0,135.0,123.0,97.0,49.0,35.0,16.0,29.0
Tax %,28.0,29.0,26.0,25.0,24.0,24.0,20.0,24.0,25.0,6.0,8.0,11.0,25.0
Net Profit,53.0,63.0,74.0,87.0,97.0,104.0,108.0,93.0,73.0,46.0,32.0,14.0,22.0
EPS in Rs,18.05,22.99,27.27,31.77,35.64,38.25,39.63,34.23,26.86,16.74,12.12,5.3,8.21
