,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,63.57,61.53,61.15,50.22,40.84,31.53
Public,36.43,38.47,38.85,49.78,59.16,68.47
No. of Shareholders,193.0,219.0,244.0,396.0,522.0,642.0
