,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Reserves,6.71,7.39,7.73,7.84,8.18,11.04,10.96,11.0,11.2,9.68,13.45,13.28,14.1
Preference Capital,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Borrowings,0.32,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,0.0,0.14,0.05,0.05
Other Liabilities,0.72,0.41,0.42,0.51,0.48,0.44,0.99,0.35,0.1,0.03,0.08,0.04,0.08
Total Liabilities,10.75,11.4,11.75,11.95,12.26,15.08,14.95,14.35,14.3,12.71,16.67,16.37,17.23
Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.28,0.35,0.32
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.05,3.05,5.05,5.05,5.05,8.62,6.35,6.22,5.8,3.12,7.06,6.14,7.21
Other Assets,10.7,8.35,6.7,6.9,7.21,6.46,8.6,8.13,8.5,9.28,9.33,9.88,9.7
Total Assets,10.75,11.4,11.75,11.95,12.26,15.08,14.95,14.35,14.3,12.71,16.67,16.37,17.23
