,Mar 2011,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,32.54,35.48,37.57,41.19,38.19,38.24,47.97,54.49,98.43,92.46,61.6,64.47,72.43
Expenses,32.17,34.68,36.71,40.14,37.17,37.15,46.4,52.52,94.89,91.19,60.19,61.37,69.01
Operating Profit,0.37,0.8,0.86,1.05,1.02,1.09,1.57,1.97,3.54,1.27,1.41,3.1,3.42
OPM %,1.14,2.25,2.29,2.55,2.67,2.85,3.27,3.62,3.6,1.37,2.29,4.81,4.72
Other Income,0.12,0.14,0.18,0.12,0.13,0.22,0.11,0.11,0.89,0.19,1.99,0.37,0.41
Interest,0.01,0.06,0.08,0.13,0.21,0.28,0.34,0.58,1.46,1.87,1.62,1.14,1.09
Depreciation,0.1,0.16,0.16,0.17,0.19,0.27,0.38,0.38,0.43,0.45,0.4,0.36,0.32
Profit before tax,0.38,0.72,0.8,0.87,0.75,0.76,0.96,1.12,2.54,-0.86,1.38,1.97,2.42
Tax %,21.05,19.44,18.75,20.69,17.33,28.95,22.92,29.46,22.83,-5.81,27.54,30.96,
Net Profit,0.3,0.59,0.65,0.68,0.62,0.54,0.75,0.8,1.95,-0.91,0.99,1.36,1.70
EPS in Rs,0.16,0.32,0.36,0.37,0.34,0.3,0.41,0.44,1.07,-0.5,0.54,0.75,0.93
