,2012-06-01,2013-06-01,2014-06-01,2015-06-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,45,45,45,45,45,45,66,66,66,66,66,66,66
Reserves,1867,1790,1398,1213,759,505,170,38,-108,-306,-281,-319,-320
Borrowings,691,1094,1112,1251,1281,1337,1252,898,505,538,414,355,355
Other Liabilities,2424,2749,1951,1438,1481,1297,1390,989,584,352,292,404,386
Total Liabilities,5026,5678,4506,3947,3566,3184,2877,1992,1047,649,491,506,486
Fixed Assets,358,372,909,811,727,638,165,142,55,36,4,3,3
CWIP,46,39,11,1,4,5,2,0,0,0,0,0,0
Investments,432,919,175,235,50,121,122,0,0,0,97,44,31
Other Assets,4190,4349,3411,2900,2784,2420,2587,1850,992,614,390,459,452
Total Assets,5026,5678,4506,3947,3566,3184,2877,1992,1047,649,491,506,486
