,2021-03-01,2022-03-01,2023-03-01
Debtor Days,81.0,89,93
Inventory Days,195.0,334,275
Days Payable,270.0,276,283
Cash Conversion Cycle,6.0,146,86
Working Capital Days,45.0,111,106
ROCE %,,18,28
