,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,2,18,25
Reserves,12,17,12,56
Borrowings,33,50,53,56
Other Liabilities,40,41,71,86
Total Liabilities,87,109,154,222
Fixed Assets,34,29,34,39
CWIP,0,1,0,0
Investments,0,0,0,0
Other Assets,53,78,120,183
Total Assets,87,109,154,222
