,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,40.43,60.6,78.37,53.3,52.87,67.73,78.43,68.22,76.24,56.32,60.52,60.64,52.34
Expenses,40.61,58.53,71.97,53.76,50.57,64.61,72.12,64.78,72.37,53.03,56.52,57.56,49.71
Operating Profit,-0.18,2.07,6.4,-0.46,2.3,3.12,6.31,3.44,3.87,3.29,4.0,3.08,2.63
OPM %,-0.45,3.42,8.17,-0.86,4.35,4.61,8.05,5.04,5.08,5.84,6.61,5.08,5.02
Other Income,0.31,0.24,1.3,0.4,0.34,0.44,0.68,0.29,0.41,0.28,0.26,0.25,0.36
Interest,0.62,0.59,0.36,0.63,0.33,1.12,0.69,0.84,0.8,1.27,1.25,1.0,0.92
Depreciation,0.75,0.79,0.03,0.79,0.78,0.83,0.86,0.81,0.98,0.89,1.02,0.93,1.18
Profit before tax,-1.24,0.93,7.31,-1.48,1.53,1.61,5.44,2.08,2.5,1.41,1.99,1.4,0.89
Tax %,0.0,-117.2,36.94,-24.32,-23.53,16.77,18.93,61.06,3.2,29.79,46.73,30.71,43.82
Net Profit,-1.24,2.01,4.61,-1.84,1.89,1.34,4.41,0.81,2.42,0.99,1.06,0.97,0.5
EPS in Rs,-17.43,28.26,64.81,-25.87,26.57,18.84,62.0,11.39,34.02,13.92,14.9,13.64,7.03
