,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,346,315,497,512,563,437
Cash from Investing Activity,0,-69,62,-66,-340,-298,-134
Cash from Financing Activity,0,-259,-384,-423,-162,-256,-335
Net Cash Flow,0,18,-6,8,10,9,-32
