,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.35,1.35,1.35,8.1,11.3
Reserves,-2.28,1.84,6.92,6.08,39.68
Borrowings,8.76,4.33,5.18,11.69,10.6
Other Liabilities,1.5,2.28,4.03,5.14,1.86
Total Liabilities,9.33,9.8,17.48,31.01,63.44
Fixed Assets,8.02,8.21,10.87,11.17,11.72
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,1.31,1.59,6.61,19.84,51.72
Total Assets,9.33,9.8,17.48,31.01,63.44
