,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,4.13,15.49,20.26,23.74
Expenses,3.46,10.2,12.75,13.91
Operating Profit,0.67,5.29,7.51,9.83
OPM %,16.22,34.15,37.07,41.41
Other Income,0.01,0.0,0.0,0.03
Interest,0.5,0.44,0.24,0.9
Depreciation,0.36,0.39,0.43,0.69
Profit before tax,-0.18,4.46,6.84,8.27
Tax %,-50.0,7.4,26.02,28.66
Net Profit,-0.27,4.12,5.05,5.91
EPS in Rs,-2.0,30.52,37.41,3.65
