,Company_name,Sector,NSE,BSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,Spectrum Electrical Industries Ltd,Capital Goods - Electrical Equipment,SPECTRUM,,2028,1341, 1431 / 88.0,159,64.6,0.07,11.4,9.6,10.0,7.59,4.53,21.5,16.2,97.5,,140,21.6,7.37,61.0,,8.45,5.57,87.6,66.7,38.4,8.1,0.0
