,2021-03-01,2022-03-01,2023-03-01
Debtor Days,35.0,20,28
Inventory Days,443.0,209,241
Days Payable,21.0,27,24
Cash Conversion Cycle,457.0,202,245
Working Capital Days,332.0,170,198
ROCE %,,21,24
