,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,-35,1544,2189,2198,2591,5437,3784,4097,3777
Cash from Investing Activity,0,-1864,-816,-1730,-3192,-3050,-5643,-4009,-3936,-4699
Cash from Financing Activity,0,1902,-722,-455,1589,38,1250,-745,-235,923
Net Cash Flow,0,3,6,4,596,-421,1045,-969,-75,2
