,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.72,5.95,5.98,7.17,4.15,6.43,9.0,9.89,10.03,8.11,9.91,8.33,9.32
Expenses,5.6,4.93,5.85,5.59,5.85,5.88,7.27,9.28,7.67,6.13,9.34,7.36,7.62
Operating Profit,1.12,1.02,0.13,1.58,-1.7,0.55,1.73,0.61,2.36,1.98,0.57,0.97,1.7
OPM %,16.67,17.14,2.17,22.04,-40.96,8.55,19.22,6.17,23.53,24.41,5.75,11.64,18.24
Other Income,0.18,0.08,0.66,0.44,0.19,0.06,0.35,0.23,1.52,0.38,0.17,0.42,0.27
Interest,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.06,0.03
Depreciation,0.01,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.06
Profit before tax,1.29,1.07,0.77,1.99,-1.54,0.58,2.01,0.81,3.84,2.33,0.5,1.29,1.88
Tax %,19.38,14.02,48.05,25.63,0.0,25.86,29.35,25.93,26.04,26.18,14.0,26.36,26.06
Net Profit,1.03,0.93,0.39,1.49,-1.54,0.42,1.42,0.6,2.84,1.73,0.43,0.96,1.39
EPS in Rs,3.24,2.93,1.23,4.69,-4.85,1.32,4.47,1.89,8.94,5.44,1.35,3.02,4.37
