,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Reserves,25.27,32.66,36.88,36.95,37.21,38.07,39.62,40.14,41.9,46.83,49.16,54.61,56.81
Borrowings,86.97,80.03,63.37,48.83,38.52,32.34,22.93,24.31,48.03,11.54,8.54,7.19,21.82
Other Liabilities,3.2,3.2,1.64,1.4,0.48,0.66,0.43,1.02,0.96,1.41,1.32,1.8,1.14
Total Liabilities,122.94,123.39,109.39,94.68,83.71,78.57,70.48,72.97,98.39,67.28,66.52,71.1,87.27
Fixed Assets,6.12,5.0,3.95,3.83,3.51,3.24,2.9,2.51,2.32,2.05,1.89,0.4,0.38
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.47,0.47,0.46,0.67,0.67,0.74,0.81,1.88,1.8,4.26,3.44,3.96,4.32
Other Assets,116.35,117.92,104.98,90.18,79.53,74.59,66.77,68.58,94.27,60.97,61.19,66.74,82.57
Total Assets,122.94,123.39,109.39,94.68,83.71,78.57,70.48,72.97,98.39,67.28,66.52,71.1,87.27
