,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,154.35,280.86,423.57,395.78,524.75,700.49,695.13,777.48,695.58,748.18,664.62,642.53,597.61
Expenses,154.37,280.97,423.71,395.55,523.27,700.64,697.94,776.74,694.9,747.64,664.13,641.51,596.56
Operating Profit,-0.02,-0.11,-0.14,0.23,1.48,-0.15,-2.81,0.74,0.68,0.54,0.49,1.02,1.05
OPM %,-0.01,-0.04,-0.03,0.06,0.28,-0.02,-0.4,0.1,0.1,0.07,0.07,0.16,0.18
Other Income,0.37,0.32,0.34,0.63,0.33,12.77,4.21,0.69,0.78,0.59,1.59,0.61,0.5
Interest,1.31,1.25,1.1,1.14,1.09,0.86,0.4,0.51,0.64,0.57,0.45,0.5,0.65
Depreciation,0.6,0.6,0.6,0.53,0.56,0.57,0.54,0.41,0.39,0.36,0.46,0.42,0.43
Profit before tax,-1.56,-1.64,-1.5,-0.81,0.16,11.19,0.46,0.51,0.43,0.2,1.17,0.71,0.47
Tax %,28.85,20.12,40.67,28.4,175.0,0.36,-84.78,33.33,18.6,20.0,129.06,18.31,19.15
Net Profit,-1.12,-1.3,-0.89,-0.57,-0.12,11.15,0.85,0.34,0.34,0.16,-0.33,0.59,0.38
EPS in Rs,-0.35,-0.41,-0.28,-0.18,-0.04,3.51,0.27,0.11,0.11,0.05,-0.1,0.19,0.12
