,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,32.65,32.65,24.22,24.22,24.21,24.21,24.21,24.21
DIIs,3.77,2.34,1.33,1.33,1.33,1.33,1.33,1.33
Public,63.57,65.0,74.45,74.45,74.46,74.46,74.47,74.47
No. of Shareholders,19591.0,13804.0,12733.0,11328.0,11189.0,12422.0,12799.0,12972.0
