,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,46.19,59.21,73.99,71.4,71.05,97.67,115.27,141.06,113.59,151.09,157.1,136.05,96.73
Expenses,43.13,56.11,70.58,67.06,68.1,94.77,109.73,135.6,110.09,144.27,147.21,127.44,88.8
Operating Profit,3.06,3.1,3.41,4.34,2.95,2.9,5.54,5.46,3.5,6.82,9.89,8.61,7.93
OPM %,6.62,5.24,4.61,6.08,4.15,2.97,4.81,3.87,3.08,4.51,6.3,6.33,8.2
Other Income,0.12,0.09,-3.09,0.09,0.12,0.03,0.66,0.28,0.14,0.01,2.02,0.62,0.53
Interest,0.69,0.5,0.61,0.54,0.72,0.65,0.68,1.16,1.38,1.41,1.43,0.98,1.39
Depreciation,1.3,1.39,1.38,1.37,1.39,1.43,1.36,1.5,1.51,1.52,1.51,1.63,1.69
Profit before tax,1.19,1.3,-1.67,2.52,0.96,0.85,4.16,3.08,0.75,3.9,8.97,6.62,5.38
Tax %,25.21,24.62,0.0,25.79,28.12,12.94,20.19,25.0,29.33,36.15,26.42,26.13,26.77
Net Profit,0.89,0.98,-1.67,1.87,0.7,0.74,3.33,2.31,0.53,2.49,6.6,4.88,3.94
EPS in Rs,8.9,9.8,-16.7,18.7,7.0,7.4,33.3,23.1,5.3,24.9,66.0,48.8,39.4
