,2021-03-01,2022-03-01,2023-03-01
Debtor Days,46.0,17,12
Inventory Days,1011.0,,
Days Payable,4731.0,,
Cash Conversion Cycle,-3674.0,17,12
Working Capital Days,3.0,-36,-75
ROCE %,,-37,-25
