,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,8,8,8,8,8,8,8,8,11,11,11,11
Reserves,1237,1339,1252,1190,1172,1211,5875,5100,5103,9838,11091,11158,12623
Borrowings,2,2,2,2,2,2,0,245,420,810,1066,736,776
Other Liabilities,24,25,26,27,29,3,14,22,115,391,542,511,673
Total Liabilities,1272,1374,1288,1226,1211,1224,5897,5375,5646,11050,12711,12416,14083
Fixed Assets,3,3,3,3,3,3,5,5,5,4,4,4,4
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,1253,1263,1213,1146,1191,1212,5886,5363,4186,9001,10376,10274,11817
Other Assets,16,108,72,78,17,9,6,7,1455,2045,2331,2138,2262
Total Assets,1272,1374,1288,1226,1211,1224,5897,5375,5646,11050,12711,12416,14083
