,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.4,-0.06,0.14,1.0,2.93,0.66
Cash from Investing Activity,-0.48,-0.06,-0.74,-3.13,-1.38,-4.0
Cash from Financing Activity,-0.12,0.22,3.9,-0.04,-0.08,1.52
Net Cash Flow,-0.2,0.1,3.3,-2.17,1.47,-1.81
