,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,16.44,57.50,64.98,24.01,23.19,74.50
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,16.44,57.50,64.98,24.01,23.19,74.50
Working Capital Days,13.81,31.83,20.62,32.58,8.18,59.76
ROCE %,,4.18,2.60,20.42,21.51,41.01
