,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,44.21,54.8,71.24,70.51,51.64,54.81,59.89,74.95,60.82,46.54,102.67,111.21,67.78
Expenses,38.28,46.75,60.41,57.77,41.61,43.69,50.15,64.55,48.58,35.07,88.42,96.77,55.41
Operating Profit,5.93,8.05,10.83,12.74,10.03,11.12,9.74,10.4,12.24,11.47,14.25,14.44,12.37
OPM %,13.41,14.69,15.2,18.07,19.42,20.29,16.26,13.88,20.12,24.65,13.88,12.98,18.25
Other Income,0.05,0.02,0.04,0.1,0.07,0.03,0.09,0.11,0.04,0.03,0.15,0.19,0.04
Interest,1.81,1.93,1.3,1.24,1.07,0.99,1.18,1.08,0.8,1.0,1.15,0.97,0.77
Depreciation,2.35,2.35,2.39,2.1,2.11,2.11,2.26,1.83,2.37,2.29,2.45,2.23,2.23
Profit before tax,1.82,3.79,7.18,9.5,6.92,8.05,6.39,7.6,9.11,8.21,10.8,11.43,9.41
Tax %,37.36,10.29,57.8,28.32,20.38,18.51,26.29,17.24,28.21,32.16,29.54,26.6,22.32
Net Profit,1.13,3.39,3.03,6.8,5.51,6.56,4.7,6.29,6.54,5.57,7.61,8.39,7.31
EPS in Rs,0.99,2.97,2.66,5.96,4.83,5.75,4.12,5.52,5.74,4.89,6.68,7.36,6.41
