,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,11,11,11,11,11,11,11,11,11,11,11
Reserves,10,10,16,18,18,19,22,29,34,43,67,92,106
Borrowings,23,45,34,18,25,45,51,64,87,66,61,54,45
Other Liabilities,22,7,5,6,4,4,4,7,17,9,5,15,17
Total Liabilities,60,68,67,53,59,79,89,111,149,130,145,172,179
Fixed Assets,21,18,22,21,20,39,41,57,82,75,74,84,79
CWIP,0,0,0,0,0,0,6,13,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,39,50,45,32,39,40,41,40,67,54,71,88,100
Total Assets,60,68,67,53,59,79,89,111,149,130,145,172,179
