,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,13,13,13,13,13,13,13,13,13,13,13.0
Reserves,469,476,484,519,602,663,723,798,825,983,1164,1212,1269.0
Preference Capital,20,15,8,0,0,0,0,0,0,0,0,0,
Borrowings,353,327,467,451,479,516,556,596,549,468,437,558,541.0
Other Liabilities,340,445,388,414,501,454,515,551,586,645,768,835,808.0
Total Liabilities,1175,1261,1353,1397,1595,1646,1807,1957,1973,2109,2382,2618,2630.0
Fixed Assets,591,568,570,644,973,871,908,1186,1180,1096,1058,998,967.0
CWIP,25,103,175,121,0,109,256,42,15,23,8,10,9.0
Investments,5,5,5,5,5,14,15,15,15,11,11,10,13.0
Other Assets,555,585,603,627,617,651,629,714,763,979,1304,1599,1641.0
Total Assets,1175,1261,1353,1397,1595,1646,1807,1957,1973,2109,2382,2618,2630.0
