,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,2.71,1.34,1.89,0.81,1.48
Expenses,2.56,1.53,1.87,1.1,1.45
Operating Profit,0.15,-0.19,0.02,-0.29,0.03
OPM %,5.54,-14.18,1.06,-35.8,2.03
Other Income,0.02,0.13,0.23,0.36,0.32
Interest,-0.0,-0.0,-0.0,-0.0,-0.0
Depreciation,-0.0,0.01,-0.0,-0.0,-0.0
Profit before tax,0.17,-0.07,0.25,0.07,0.35
Tax %,47.06,28.57,-0.0,114.29,22.86
Net Profit,0.09,-0.05,0.24,-0.01,0.26
EPS in Rs,0.14,-0.05,0.24,-0.01,0.19
