,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.03,-0.02,0.01,-6.96,-0.43
Cash from Investing Activity,0.0,0.0,0.0,-1.6,-4.8100000000000005
Cash from Financing Activity,0.0,0.0,0.0,8.79,5.21
Net Cash Flow,-0.03,-0.02,0.01,0.24,-0.03
