,2022-03-01,2022-09-01,2023-03-01,2023-05-01,2023-09-01
Promoters,66.18,66.18,53.77,53.77,53.77
Public,33.82,33.82,46.22,46.22,46.24
No. of Shareholders,245.0,155.0,158.0,162.0,167.0
