,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.07,18.13,24.9,6.6,5.71,9.34,17.56,6.48,4.63,17.86,21.39,13.05,11.57
Expenses,4.86,19.51,20.22,8.57,6.06,8.17,15.29,8.24,6.55,17.73,19.42,16.55,14.17
Operating Profit,-2.79,-1.38,4.68,-1.97,-0.35,1.17,2.27,-1.76,-1.92,0.13,1.97,-3.5,-2.6
OPM %,-134.78,-7.61,18.8,-29.85,-6.13,12.53,12.93,-27.16,-41.47,0.73,9.21,-26.82,-22.47
Other Income,0.36,-0.04,0.9,0.06,0.49,0.31,-0.05,0.07,0.09,0.02,0.19,1.84,0.04
Interest,0.23,0.31,0.76,0.31,0.39,0.42,0.55,0.39,0.51,0.37,0.42,0.27,0.34
Depreciation,0.12,0.15,0.14,0.14,0.08,0.11,0.08,0.06,0.06,0.06,0.15,0.08,0.19
Profit before tax,-2.78,-1.88,4.68,-2.36,-0.33,0.95,1.59,-2.14,-2.4,-0.28,1.59,-2.01,-3.09
Tax %,-0.36,1.06,19.23,0.0,3.03,0.0,-8.18,1.87,-0.42,35.71,13.21,-20.4,39.16
Net Profit,-2.79,-1.87,3.79,-2.35,-0.32,0.95,1.72,-2.1,-2.41,-0.18,1.38,-2.41,-1.89
EPS in Rs,-0.64,-0.43,0.87,-0.54,-0.07,0.22,0.4,-0.48,-0.56,-0.04,0.32,-0.56,-0.44
