,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,238.04,96.64
Inventory Days,,151.03,152.64
Days Payable,,155.23,22.12
Cash Conversion Cycle,,233.85,227.16
Working Capital Days,,357.07,352.22
ROCE %,,15.22,5.57
