,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.0,-1.23,-2.9
Cash from Investing Activity,0.0,-0.11,-0.24
Cash from Financing Activity,0.01,1.71,3.31
Net Cash Flow,0.01,0.37,0.17
