,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,1.53,2.09,2.09
Reserves,0.0,0.29,2.05,1.53
Borrowings,0.0,0.01,1.21,1.42
Other Liabilities,0.0,0.52,0.44,0.35
Total Liabilities,0.01,2.35,5.79,5.39
Fixed Assets,0.0,0.03,0.11,1.31
CWIP,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0
Other Assets,0.01,2.32,5.68,4.08
Total Assets,0.01,2.35,5.79,5.39
