,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,67.05,66.69,67.53,67.24,67.05,66.79,66.69,66.66
FIIs,6.0,6.13,5.76,5.52,6.71,6.65,6.9,7.25
DIIs,11.07,12.48,11.88,12.15,12.08,7.0,13.16,13.08
Public,15.88,14.7,14.83,15.09,14.16,19.56,13.27,13.01
No. of Shareholders,24484.0,25154.0,29194.0,33180.0,31945.0,46670.0,47276.0,43145.0
