,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-16.07,-7.26
Cash from Investing Activity,,-0.09,-0.41
Cash from Financing Activity,,16.91,8.89
Net Cash Flow,,0.75,1.22
