,2021-03-01,2022-03-01,2023-03-01
Debtor Days,8.84,13.4,8.47
Inventory Days,43.03,3256.1,778.03
Days Payable,106.79,404.54,64.79
Cash Conversion Cycle,-54.92,2864.96,721.72
Working Capital Days,-62.4,663.41,305.17
ROCE %,,8.49,29.84
