,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,28,23,23,23,23,23,26.0
Reserves,12,25,30,36,63,91,248.0
Preference Capital,21,0,0,0,0,0,
Borrowings,78,73,63,53,39,45,0.0
Other Liabilities,29,33,41,50,58,55,73.0
Total Liabilities,147,153,157,162,184,214,347.0
Fixed Assets,48,47,44,43,46,56,57.0
CWIP,0,0,0,0,7,1,16.0
Investments,0,0,0,0,0,0,0.0
Other Assets,99,106,113,118,131,157,274.0
Total Assets,147,153,157,162,184,214,347.0
