,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-5,3,13,12,32,4
Cash from Investing Activity,2,-3,-1,-3,-13,-10
Cash from Financing Activity,3,-5,-10,-10,-14,4
Net Cash Flow,0,-5,2,-1,5,-2
