,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,62.0,62.03,62.03,62.03,62.03,65.3,65.3,65.3
Public,38.0,37.97,37.97,37.97,37.97,34.7,34.69,34.69
No. of Shareholders,630.0,640.0,642.0,641.0,643.0,657.0,662.0,665.0
