,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Reserves,4.92,4.78,4.57,4.53,4.54,4.72,7.06,6.98,11.93,68.72,264.83,185.47,228.85
Borrowings,0.12,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.04,0.04,0.05,0.06,0.04,0.07,0.07,0.11,0.08,0.21,0.53,0.92,1.31
Total Liabilities,9.58,9.6,9.12,9.09,9.08,9.29,11.63,11.59,16.51,73.43,269.86,190.89,234.66
Fixed Assets,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.06
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,9.11,9.11,8.61,8.61,8.61,8.88,11.11,11.09,13.79,72.86,269.0,189.81,230.72
Other Assets,0.37,0.39,0.42,0.39,0.39,0.33,0.45,0.43,2.65,0.51,0.8,1.02,3.88
Total Assets,9.58,9.6,9.12,9.09,9.08,9.29,11.63,11.59,16.51,73.43,269.86,190.89,234.66
