,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,100,120,103,289,410,163,407,-72,310,558,281,561
Cash from Investing Activity,-270,-350,-190,-102,-146,-150,-193,123,-42,-444,-309,252
Cash from Financing Activity,108,272,79,-40,-307,80,-128,-116,-180,-97,-147,-636
Net Cash Flow,-61,43,-8,147,-42,93,86,-64,88,17,-176,176
