,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,10791.0,10894.0,9608.0,9152.0,9406.0,9717.0,10240.0,10410.0,10615.0,10621.0,10532.0,10656.0,10716.0
Expenses,6639.0,6608.0,5199.0,5445.0,5544.0,5901.0,5590.0,6082.0,6517.0,6440.0,6322.0,6499.0,6435.0
Operating Profit,4152.0,4286.0,4408.0,3708.0,3863.0,3816.0,4649.0,4328.0,4097.0,4181.0,4210.0,4156.0,4282.0
OPM %,38.0,39.0,46.0,41.0,41.0,39.0,45.0,42.0,39.0,39.0,40.0,39.0,40.0
Other Income,-642.0,1793.0,-934.0,212.0,43.0,21.0,19.0,84.0,96.0,38.0,71.0,21.0,34.0
Interest,4700.0,4787.0,4707.0,5228.0,5111.0,5325.0,5316.0,5901.0,6129.0,6323.0,5002.0,6398.0,6569.0
Depreciation,6029.0,5824.0,5810.0,6010.0,5923.0,5739.0,5913.0,5804.0,5656.0,5886.0,5704.0,5616.0,5667.0
Profit before tax,-7218.0,-4532.0,-7042.0,-7319.0,-7128.0,-7226.0,-6561.0,-7293.0,-7591.0,-7990.0,-6424.0,-7837.0,-7920.0
Tax %,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-10.0
Net Profit,-7218.0,-4532.0,-7023.0,-7319.0,-7132.0,-7231.0,-6563.0,-7297.0,-7596.0,-7990.0,-6419.0,-7840.0,-8738.0
EPS in Rs,-2.51,-1.58,-2.44,-2.55,-2.48,-2.52,-2.04,-2.27,-2.36,-2.49,-1.32,-1.61,-1.79
