,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,13.48,15.42,15.62,15.18,18.76,16.64,22.65,23.76,23.39,24.83,29.98,25.95,27.77
Expenses,12.53,14.6,14.72,14.18,18.19,16.08,21.72,23.0,22.36,23.89,28.73,25.08,26.69
Operating Profit,0.95,0.82,0.9,1.0,0.57,0.56,0.93,0.76,1.03,0.94,1.25,0.87,1.08
OPM %,7.05,5.32,5.76,6.59,3.04,3.37,4.11,3.2,4.4,3.79,4.17,3.35,3.89
Other Income,0.11,0.04,0.19,0.15,0.18,0.01,0.18,0.06,0.07,0.15,0.17,0.1,0.04
Interest,0.43,0.32,0.29,0.31,0.3,0.28,0.5,0.4,0.62,0.7,0.6,0.55,0.67
Depreciation,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.2
Profit before tax,0.42,0.33,0.6,0.63,0.24,0.08,0.4,0.21,0.26,0.18,0.61,0.2,0.25
Tax %,26.19,0.0,18.33,0.0,91.67,0.0,12.5,0.0,0.0,0.0,90.16,0.0,0.0
Net Profit,0.32,0.33,0.5,0.63,0.02,0.08,0.37,0.21,0.27,0.18,0.06,0.21,0.25
EPS in Rs,0.91,0.94,1.42,1.79,0.06,0.23,1.05,0.6,0.77,0.51,0.17,0.6,0.71
